start,end,c,locationLabel,eventLabel,s,roleLabel,personLabel,affliationLabel,keywords,homepage,abstract
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:TutorialEvent,Lexington,The Web of Data for E-Commerce in Brief,iswc2012:tutorial-5,Tutorial Organizer,Laszlo Török,,,http://wiki.goodrelations-vocabulary.org/Events/ISWC2012,"A Hands-on Introduction to the GoodRelations Ontology, Schema.org, RDFa and Microdata Authoring, Google Rich Snippets for Products, Yahoo, Bing, and Linked Open Commerce. The Good Relations ontology (http://purl.org/goodrelations/) is one huge success story of applying Semantic Web technology to business challenges. In this tutorial, we will (1) give a comprehensive overview and hands-on training on the conceptual structures of the GoodRelations ontology including patterns for ownership and demand, (2) present the full tool chain for producing and consuming GoodRelations- related data, (3) explain the long-term vision of linked open commerce, (4) describe the main challenges for future research in the field, and (5) discuss advanced topics, like access control, identity and authentication (e.g. with WebID); micropayment services (like Payswarm), and data management issues from the publisher and consumer perspective."
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:TutorialEvent,Lexington,The Web of Data for E-Commerce in Brief,iswc2012:tutorial-5,Tutorial Organizer,Martin Hepp,,,http://wiki.goodrelations-vocabulary.org/Events/ISWC2012,"A Hands-on Introduction to the GoodRelations Ontology, Schema.org, RDFa and Microdata Authoring, Google Rich Snippets for Products, Yahoo, Bing, and Linked Open Commerce. The Good Relations ontology (http://purl.org/goodrelations/) is one huge success story of applying Semantic Web technology to business challenges. In this tutorial, we will (1) give a comprehensive overview and hands-on training on the conceptual structures of the GoodRelations ontology including patterns for ownership and demand, (2) present the full tool chain for producing and consuming GoodRelations- related data, (3) explain the long-term vision of linked open commerce, (4) describe the main challenges for future research in the field, and (5) discuss advanced topics, like access control, identity and authentication (e.g. with WebID); micropayment services (like Payswarm), and data management issues from the publisher and consumer perspective."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,White Hill,Third International Workshop on Consuming Linked Data,workshop:cold/2012,Workshop Chair,Andreas Harth,,"Linked Data, Consuming, Data Management, Query Processing, Search, Reasoning",http://iswc2012.semanticweb.org/workshops/COLD2012,"The quantity of published Linked Data is increasing dramatically. However, applications that consume Linked Data are not yet widespread. Current approaches lack methods for seamless integration of Linked Data from multiple sources, dynamic discovery of available data and data sources, provenance and information quality assessment, application development environments, and appropriate end user interfaces. Addressing these issues requires well-founded research, including the development and investigation of concepts that can be applied in systems which consume Linked Data from the Web. Following the success of the 1st and the 2nd International Workshop on Consuming Linked Data, we organize the third edition of this workshop in order to provide a platform for discussion and work on these open research problems. The main objective is to provide a venue for scientific discourse  including systematic analysis and rigorous evaluation  of concepts, algorithms and approaches for consuming Linked Data."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,White Hill,Third International Workshop on Consuming Linked Data,workshop:cold/2012,Workshop Chair,Juan F. Sequeda,,"Linked Data, Consuming, Data Management, Query Processing, Search, Reasoning",http://iswc2012.semanticweb.org/workshops/COLD2012,"The quantity of published Linked Data is increasing dramatically. However, applications that consume Linked Data are not yet widespread. Current approaches lack methods for seamless integration of Linked Data from multiple sources, dynamic discovery of available data and data sources, provenance and information quality assessment, application development environments, and appropriate end user interfaces. Addressing these issues requires well-founded research, including the development and investigation of concepts that can be applied in systems which consume Linked Data from the Web. Following the success of the 1st and the 2nd International Workshop on Consuming Linked Data, we organize the third edition of this workshop in order to provide a platform for discussion and work on these open research problems. The main objective is to provide a venue for scientific discourse  including systematic analysis and rigorous evaluation  of concepts, algorithms and approaches for consuming Linked Data."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,White Hill,Third International Workshop on Consuming Linked Data,workshop:cold/2012,Workshop Chair,Olaf Hartig,,"Linked Data, Consuming, Data Management, Query Processing, Search, Reasoning",http://iswc2012.semanticweb.org/workshops/COLD2012,"The quantity of published Linked Data is increasing dramatically. However, applications that consume Linked Data are not yet widespread. Current approaches lack methods for seamless integration of Linked Data from multiple sources, dynamic discovery of available data and data sources, provenance and information quality assessment, application development environments, and appropriate end user interfaces. Addressing these issues requires well-founded research, including the development and investigation of concepts that can be applied in systems which consume Linked Data from the Web. Following the success of the 1st and the 2nd International Workshop on Consuming Linked Data, we organize the third edition of this workshop in order to provide a platform for discussion and work on these open research problems. The main objective is to provide a venue for scientific discourse  including systematic analysis and rigorous evaluation  of concepts, algorithms and approaches for consuming Linked Data."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Cabot,"Detection, Representation, and Exploitation of Events in the Semantic Web",workshop:derive/2012,Workshop Chair,David Shamma,,"event detection, event representation, event exploitation, multimedia, social media",http://iswc2012.semanticweb.org/workshops/derive2012,"The goal of this workshop is to strengthen the participation of the semantic web community in the recent surge of research on the use of events as a key concept for representing knowledge and organising and structuring media on the web. The workshop invites contributions to three central themes: event detection, event representation, and event exploitation. Its goal is to formulate answers to questions in these themes that advance and reflect the current state of understanding. Each submission will be expected to address at least two themes explicitly, if possible including a system demonstration. This year, we specifically invite contributions that address both event and conversation semantics in multimedia and social media."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Cabot,"Detection, Representation, and Exploitation of Events in the Semantic Web",workshop:derive/2012,Workshop Chair,Laura Hollink,,"event detection, event representation, event exploitation, multimedia, social media",http://iswc2012.semanticweb.org/workshops/derive2012,"The goal of this workshop is to strengthen the participation of the semantic web community in the recent surge of research on the use of events as a key concept for representing knowledge and organising and structuring media on the web. The workshop invites contributions to three central themes: event detection, event representation, and event exploitation. Its goal is to formulate answers to questions in these themes that advance and reflect the current state of understanding. Each submission will be expected to address at least two themes explicitly, if possible including a system demonstration. This year, we specifically invite contributions that address both event and conversation semantics in multimedia and social media."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Cabot,"Detection, Representation, and Exploitation of Events in the Semantic Web",workshop:derive/2012,Workshop Chair,Marieke Van Erp,,"event detection, event representation, event exploitation, multimedia, social media",http://iswc2012.semanticweb.org/workshops/derive2012,"The goal of this workshop is to strengthen the participation of the semantic web community in the recent surge of research on the use of events as a key concept for representing knowledge and organising and structuring media on the web. The workshop invites contributions to three central themes: event detection, event representation, and event exploitation. Its goal is to formulate answers to questions in these themes that advance and reflect the current state of understanding. Each submission will be expected to address at least two themes explicitly, if possible including a system demonstration. This year, we specifically invite contributions that address both event and conversation semantics in multimedia and social media."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Cabot,"Detection, Representation, and Exploitation of Events in the Semantic Web",workshop:derive/2012,Workshop Chair,Raphaël Troncy,,"event detection, event representation, event exploitation, multimedia, social media",http://iswc2012.semanticweb.org/workshops/derive2012,"The goal of this workshop is to strengthen the participation of the semantic web community in the recent surge of research on the use of events as a key concept for representing knowledge and organising and structuring media on the web. The workshop invites contributions to three central themes: event detection, event representation, and event exploitation. Its goal is to formulate answers to questions in these themes that advance and reflect the current state of understanding. Each submission will be expected to address at least two themes explicitly, if possible including a system demonstration. This year, we specifically invite contributions that address both event and conversation semantics in multimedia and social media."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Cabot,"Detection, Representation, and Exploitation of Events in the Semantic Web",workshop:derive/2012,Workshop Chair,Willem Robert Van Hage,,"event detection, event representation, event exploitation, multimedia, social media",http://iswc2012.semanticweb.org/workshops/derive2012,"The goal of this workshop is to strengthen the participation of the semantic web community in the recent surge of research on the use of events as a key concept for representing knowledge and organising and structuring media on the web. The workshop invites contributions to three central themes: event detection, event representation, and event exploitation. Its goal is to formulate answers to questions in these themes that advance and reflect the current state of understanding. Each submission will be expected to address at least two themes explicitly, if possible including a system demonstration. This year, we specifically invite contributions that address both event and conversation semantics in multimedia and social media."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Lexington,Financial Information Management Using the Semantic Web,iswc2012:tutorial-6,Tutorial Organizer,Benjamin Grosof,,,https://wiki.umiacs.umd.edu/clip/ngfci/index.php/ISWC2012Tutorial,"Recent financial crises have demonstrated the need for sophisticated modeling of and deep reasoning about financial events and associated financial information. These tasks present foundational and technical challenges which are best addressed using open standards developed by the Semantic Web community. The tutorial will explains foundational concepts in finance and semantic web technologies, present relevant standards and languages, and work through several use cases and motivating examples in detail."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Lexington,Financial Information Management Using the Semantic Web,iswc2012:tutorial-6,Tutorial Organizer,David Newman,,,https://wiki.umiacs.umd.edu/clip/ngfci/index.php/ISWC2012Tutorial,"Recent financial crises have demonstrated the need for sophisticated modeling of and deep reasoning about financial events and associated financial information. These tasks present foundational and technical challenges which are best addressed using open standards developed by the Semantic Web community. The tutorial will explains foundational concepts in finance and semantic web technologies, present relevant standards and languages, and work through several use cases and motivating examples in detail."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Lexington,Financial Information Management Using the Semantic Web,iswc2012:tutorial-6,Tutorial Organizer,Leora Morgenstern,,,https://wiki.umiacs.umd.edu/clip/ngfci/index.php/ISWC2012Tutorial,"Recent financial crises have demonstrated the need for sophisticated modeling of and deep reasoning about financial events and associated financial information. These tasks present foundational and technical challenges which are best addressed using open standards developed by the Semantic Web community. The tutorial will explains foundational concepts in finance and semantic web technologies, present relevant standards and languages, and work through several use cases and motivating examples in detail."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Back Bay,Knowledge Extraction and Consolidation from Social media,workshop:kecsm/2012,Workshop Chair,Diana Maynard,,"information extraction, information consolidation, social media, data enrichment, text  mining, linked data",http://iswc2012.semanticweb.org/workshops/kecsm2012,"This workshop aims to gather innovative approaches for knowledge extraction and consolidation from unstructured social media, in particular from degraded user-generated content (text, images, video) such as tweets, blog posts, forums and user-generated visual media. KECSM will gather novel works from the fields of (a) data analysis and knowledge extraction, and (b) data enrichment, interlinking and consolidation. It will equally consider the application perspective, such as the innovative use of extracted knowledge to navigate, explore or visualise previously unstructured and disparate Web content. The workshop will provide a highly interactive forum for researchers in the fields of semantic and social Web, text mining and NLP, multimedia data analysis, clustering and integration, and ontology and data mapping."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Back Bay,Knowledge Extraction and Consolidation from Social media,workshop:kecsm/2012,Workshop Chair,Jonathon Hare,,"information extraction, information consolidation, social media, data enrichment, text  mining, linked data",http://iswc2012.semanticweb.org/workshops/kecsm2012,"This workshop aims to gather innovative approaches for knowledge extraction and consolidation from unstructured social media, in particular from degraded user-generated content (text, images, video) such as tweets, blog posts, forums and user-generated visual media. KECSM will gather novel works from the fields of (a) data analysis and knowledge extraction, and (b) data enrichment, interlinking and consolidation. It will equally consider the application perspective, such as the innovative use of extracted knowledge to navigate, explore or visualise previously unstructured and disparate Web content. The workshop will provide a highly interactive forum for researchers in the fields of semantic and social Web, text mining and NLP, multimedia data analysis, clustering and integration, and ontology and data mapping."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Back Bay,Knowledge Extraction and Consolidation from Social media,workshop:kecsm/2012,Workshop Chair,Stefan Dietze,,"information extraction, information consolidation, social media, data enrichment, text  mining, linked data",http://iswc2012.semanticweb.org/workshops/kecsm2012,"This workshop aims to gather innovative approaches for knowledge extraction and consolidation from unstructured social media, in particular from degraded user-generated content (text, images, video) such as tweets, blog posts, forums and user-generated visual media. KECSM will gather novel works from the fields of (a) data analysis and knowledge extraction, and (b) data enrichment, interlinking and consolidation. It will equally consider the application perspective, such as the innovative use of extracted knowledge to navigate, explore or visualise previously unstructured and disparate Web content. The workshop will provide a highly interactive forum for researchers in the fields of semantic and social Web, text mining and NLP, multimedia data analysis, clustering and integration, and ontology and data mapping."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Back Bay,Knowledge Extraction and Consolidation from Social media,workshop:kecsm/2012,Workshop Chair,Wim Peters,,"information extraction, information consolidation, social media, data enrichment, text  mining, linked data",http://iswc2012.semanticweb.org/workshops/kecsm2012,"This workshop aims to gather innovative approaches for knowledge extraction and consolidation from unstructured social media, in particular from degraded user-generated content (text, images, video) such as tweets, blog posts, forums and user-generated visual media. KECSM will gather novel works from the fields of (a) data analysis and knowledge extraction, and (b) data enrichment, interlinking and consolidation. It will equally consider the application perspective, such as the innovative use of extracted knowledge to navigate, explore or visualise previously unstructured and disparate Web content. The workshop will provide a highly interactive forum for researchers in the fields of semantic and social Web, text mining and NLP, multimedia data analysis, clustering and integration, and ontology and data mapping."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Alcott,"Scalable semantic processing of huge, distributed real-time streams: Semantics Between Event Processing and Cloud Computing",iswc2012:tutorial-8,Tutorial Organizer,Francoise Baude,,,http://tutorial-iswc12.fzi.de/,"Processing of real-time data streams has become a very important mechanism in many application areas: Smart cities, Smart grid, eHealth, to name but a few. Although semantic technologies have been recognized as one of very important enablers for this type of applications, there are still several challenges to be resolved in order to apply them in real-world applications. Two most important challenges are: an expressive query language that enables the description of complex situations to be detected (considering real-time and historical data) and an efficient asynchronous retrieval mechanism for the large distributed data streams. Beside elaborating on the importance of these challenges for the real-time aware applications, in this tutorial we give an overview of existing approaches for the semantic processing of real-time streams and present a novel approach based on the recent development in two emerging research areas, Complex Event Processing, that enables an efficient in memory processing of huge real-time data and Cloud Computing, that supports an elastic storage of enormous data volumes. Two studies will be demonstrated: We will show conceptual and technical details of the public-available Platform PLAY, that realizes presented approach. We will demonstrate its usage through two applications that combine real-time events coming from Smartphone (geo position, incoming /outgoing /missing calls), Social media (Facebook wall updates and recent tweets) and real-time sensors. The approach for writing semantic adapters for new event sources and semantic patterns to be detected in event streams will be introduced."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Alcott,"Scalable semantic processing of huge, distributed real-time streams: Semantics Between Event Processing and Cloud Computing",iswc2012:tutorial-8,Tutorial Organizer,Ljiljana Stojanovic,,,http://tutorial-iswc12.fzi.de/,"Processing of real-time data streams has become a very important mechanism in many application areas: Smart cities, Smart grid, eHealth, to name but a few. Although semantic technologies have been recognized as one of very important enablers for this type of applications, there are still several challenges to be resolved in order to apply them in real-world applications. Two most important challenges are: an expressive query language that enables the description of complex situations to be detected (considering real-time and historical data) and an efficient asynchronous retrieval mechanism for the large distributed data streams. Beside elaborating on the importance of these challenges for the real-time aware applications, in this tutorial we give an overview of existing approaches for the semantic processing of real-time streams and present a novel approach based on the recent development in two emerging research areas, Complex Event Processing, that enables an efficient in memory processing of huge real-time data and Cloud Computing, that supports an elastic storage of enormous data volumes. Two studies will be demonstrated: We will show conceptual and technical details of the public-available Platform PLAY, that realizes presented approach. We will demonstrate its usage through two applications that combine real-time events coming from Smartphone (geo position, incoming /outgoing /missing calls), Social media (Facebook wall updates and recent tweets) and real-time sensors. The approach for writing semantic adapters for new event sources and semantic patterns to be detected in event streams will be introduced."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Alcott,"Scalable semantic processing of huge, distributed real-time streams: Semantics Between Event Processing and Cloud Computing",iswc2012:tutorial-8,Tutorial Organizer,Nenad Stojanovic,,,http://tutorial-iswc12.fzi.de/,"Processing of real-time data streams has become a very important mechanism in many application areas: Smart cities, Smart grid, eHealth, to name but a few. Although semantic technologies have been recognized as one of very important enablers for this type of applications, there are still several challenges to be resolved in order to apply them in real-world applications. Two most important challenges are: an expressive query language that enables the description of complex situations to be detected (considering real-time and historical data) and an efficient asynchronous retrieval mechanism for the large distributed data streams. Beside elaborating on the importance of these challenges for the real-time aware applications, in this tutorial we give an overview of existing approaches for the semantic processing of real-time streams and present a novel approach based on the recent development in two emerging research areas, Complex Event Processing, that enables an efficient in memory processing of huge real-time data and Cloud Computing, that supports an elastic storage of enormous data volumes. Two studies will be demonstrated: We will show conceptual and technical details of the public-available Platform PLAY, that realizes presented approach. We will demonstrate its usage through two applications that combine real-time events coming from Smartphone (geo position, incoming /outgoing /missing calls), Social media (Facebook wall updates and recent tweets) and real-time sensors. The approach for writing semantic adapters for new event sources and semantic patterns to be detected in event streams will be introduced."
2012-11-12T14:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Alcott,"Scalable semantic processing of huge, distributed real-time streams: Semantics Between Event Processing and Cloud Computing",iswc2012:tutorial-8,Tutorial Organizer,Opher Etzion,,,http://tutorial-iswc12.fzi.de/,"Processing of real-time data streams has become a very important mechanism in many application areas: Smart cities, Smart grid, eHealth, to name but a few. Although semantic technologies have been recognized as one of very important enablers for this type of applications, there are still several challenges to be resolved in order to apply them in real-world applications. Two most important challenges are: an expressive query language that enables the description of complex situations to be detected (considering real-time and historical data) and an efficient asynchronous retrieval mechanism for the large distributed data streams. Beside elaborating on the importance of these challenges for the real-time aware applications, in this tutorial we give an overview of existing approaches for the semantic processing of real-time streams and present a novel approach based on the recent development in two emerging research areas, Complex Event Processing, that enables an efficient in memory processing of huge real-time data and Cloud Computing, that supports an elastic storage of enormous data volumes. Two studies will be demonstrated: We will show conceptual and technical details of the public-available Platform PLAY, that realizes presented approach. We will demonstrate its usage through two applications that combine real-time events coming from Smartphone (geo position, incoming /outgoing /missing calls), Social media (Facebook wall updates and recent tweets) and real-time sensors. The approach for writing semantic adapters for new event sources and semantic patterns to be detected in event streams will be introduced."
2012-11-13T08:30:00+05:00,2012-11-13T09:00:00+05:00,swc:SpecialEvent,Imperial,Opening Ceremony,iswc2012:special/opening-ceremony,,,,,,
2012-11-13T08:30:00+05:00,2012-11-13T21:00:00+05:00,swc:SpecialEvent,Exeter,Registration,iswc2012:special/registration-2012-11-13,,,,,,
2012-11-13T09:00:00+05:00,2012-11-13T10:30:00+05:00,swc:TalkEvent,Imperial,Keynote 1,iswc2012:talk/keynote-1,,,,,,
2012-11-13T10:30:00+05:00,2012-11-13T11:00:00+05:00,swc:BreakEvent,Corridor-Foyer railings,Coffee Break,iswc2012:break-2012-11-13-1,,,,,,
2012-11-13T11:00:00+05:00,2012-11-13T12:30:00+05:00,swc:SessionEvent,Plaza,Description Logic,iswc2012:session/research-02,ISWC2012 Session Chair,Pascal Hitzler,,,,
2012-11-13T11:00:00+05:00,2012-11-13T12:30:00+05:00,swc:SessionEvent,Statler,Infrastructure,iswc2012:session/inuse-01,ISWC2012 Session Chair,Tudor Groza,,,,
2012-11-13T11:00:00+05:00,2012-11-13T12:30:00+05:00,swc:SessionEvent,Georgian,Linked Data,iswc2012:session/research-01,ISWC2012 Session Chair,Tom Heath,,,,
2012-11-13T11:00:00+05:00,2012-11-13T12:30:00+05:00,swc:SessionEvent,Arlington,"Search, question answering and entity summarization",iswc2012:session/evaluation-01,ISWC2012 Session Chair,Manfred Hauswirth,,,,
2012-11-13T12:30:00+05:00,2012-11-13T14:00:00+05:00,swc:SpecialEvent,Whitier,JWS Lunch,iswc2012:special/jws-lunch,,,,,,
2012-11-13T12:30:00+05:00,2012-11-13T14:00:00+05:00,swc:BreakEvent,Imperial,Lunch,iswc2012:lunch-2012-11-13,,,,,,
2012-11-13T14:00:00+05:00,2012-11-13T15:30:00+05:00,swc:SessionEvent,Arlington,Evaluation of reasoning with ontologies,iswc2012:session/evaluation-02,ISWC2012 Session Chair,Jérôme Euzenat,,,,
2012-11-13T14:00:00+05:00,2012-11-13T15:30:00+05:00,swc:SessionEvent,Georgian,Queries,iswc2012:session/research-04,ISWC2012 Session Chair,Maria-Esther Vidal,,,,
2012-11-13T14:00:00+05:00,2012-11-13T15:30:00+05:00,swc:SessionEvent,Plaza,User Interfaces and Personalization,iswc2012:session/research-03,ISWC2012 Session Chair,Natasha F. Noy,,,,
2012-11-13T14:00:00+05:00,2012-11-13T15:30:00+05:00,swc:SessionEvent,Statler,eGov and Smart Cities,iswc2012:session/inuse-02,ISWC2012 Session Chair,Tom Heath,,,,
2012-11-13T15:30:00+05:00,2012-11-13T16:00:00+05:00,swc:BreakEvent,Corridor-Foyer railings,Coffee Break,iswc2012:break-2012-11-13-2,,,,,,
2012-11-13T16:00:00+05:00,2012-11-13T17:00:00+05:00,swc:SessionEvent,Statler,Applications,iswc2012:session/inuse-03,ISWC2012 Session Chair,Peter Mika,,,,
2012-11-13T16:00:00+05:00,2012-11-13T17:30:00+05:00,swc:SessionEvent,Arlington,Federated and Stream Query Processing,iswc2012:session/evaluation-03,ISWC2012 Session Chair,Josiane Xavier Parreira,,,,
2012-11-13T16:00:00+05:00,2012-11-13T17:30:00+05:00,swc:SpecialEvent,Berkeley,Journal Workshop Session,iswc2012:special/journal-workshop,,,,,,"Workshop participants will discuss sketches of their papers with editors and eidtorial board members of the top Semantic Web jorunals as well as other workshop participants. The goal is to help attendees to turn the sketches into successful submissions and avoid common stumbling blocks. People who wish to participate will be asked to submit a paper sketch (see cfp). The accepted sketeches will be read by the editors and the other chosen participants prior the workshop. Prior to the workshop, participants whose sketches have been accepted to will receive one to three other sketches to read and review. During the workshop, participants will meet in small groups which includes an editorial board memeber. During this discussion, participants will receive specific feedback on on the possible issues to address in order to turn the sketch into a possibly successful submission. Selection for the Journal Workshop Session is competitive. Papers currently under review or revision are excluded."
2012-11-13T16:00:00+05:00,2012-11-13T17:30:00+05:00,swc:SpecialEvent,Clarendon,Journal Workshop Session,iswc2012:special/journal-workshop,,,,,,"Workshop participants will discuss sketches of their papers with editors and eidtorial board members of the top Semantic Web jorunals as well as other workshop participants. The goal is to help attendees to turn the sketches into successful submissions and avoid common stumbling blocks. People who wish to participate will be asked to submit a paper sketch (see cfp). The accepted sketeches will be read by the editors and the other chosen participants prior the workshop. Prior to the workshop, participants whose sketches have been accepted to will receive one to three other sketches to read and review. During the workshop, participants will meet in small groups which includes an editorial board memeber. During this discussion, participants will receive specific feedback on on the possible issues to address in order to turn the sketch into a possibly successful submission. Selection for the Journal Workshop Session is competitive. Papers currently under review or revision are excluded."
2012-11-13T16:00:00+05:00,2012-11-13T17:30:00+05:00,swc:SessionEvent,Plaza,Knowledge Discovery,iswc2012:session/research-05,ISWC2012 Session Chair,Jens Lehmann,,,,
2012-11-13T16:00:00+05:00,2012-11-13T17:30:00+05:00,swc:SpecialEvent,Georgian,"Poster, Demo, and SWC Minute Mandess",iswc2012:special/minute-mandess,,,,,,"In this session, authors of a submission to the posters and demonstration track as well as the Semantic Web Challenge provide a 1 minute teaser for their poster or demo. This year, we have an exciting mix of submissions treating questions such as ""How can we interact efficiently with Linked Data?"", ""How can we visualize data in the Semantic Web?"" or ""How can we query and analyze Semantic Web data?"
2012-11-13T17:00:00+05:00,2012-11-13T17:30:00+05:00,swc:SpecialEvent,Statler,schema.org update,iswc2012:special/schema-org,ISWC2012 Session Chair,Peter Mika,,,,
2012-11-13T17:30:00+05:00,2012-11-13T18:30:00+05:00,swc:BreakEvent,Corridor-Foyer railings,Coffee Break,iswc2012:break-2012-11-13-3,,,,,,
2012-11-13T18:30:00+05:00,2012-11-13T21:00:00+05:00,swc:SpecialEvent,Imperial,"Poster/Demo Session, Semantic Web Challenge and Reception",iswc2012:special/poster-demo-swc-reception,,,,,,
2012-11-13T18:30:00+05:00,2012-11-13T21:00:00+05:00,swc:SpecialEvent,Plaza,"Poster/Demo Session, Semantic Web Challenge and Reception",iswc2012:special/poster-demo-swc-reception,,,,,,
2012-11-14T09:00:00+05:00,2012-11-14T10:30:00+05:00,swc:TalkEvent,Imperial,Keynote 2,iswc2012:talk/keynote-2,,,,,,
2012-11-14T09:00:00+05:00,2012-11-14T19:30:00+05:00,swc:SpecialEvent,Exeter,Registration,iswc2012:special/registration-2012-11-14,,,,,,
2012-11-14T10:30:00+05:00,2012-11-14T11:00:00+05:00,swc:BreakEvent,Corridor-Foyer railings,Coffee Break,iswc2012:break-2012-11-14-1,,,,,,
2012-11-14T11:00:00+05:00,2012-11-14T12:30:00+05:00,swc:SessionEvent,Georgian,Alternative Knowledge Representation Approaches,iswc2012:session/research-06,ISWC2012 Session Chair,Jeff Pan,,,,
2012-11-14T11:00:00+05:00,2012-11-14T12:30:00+05:00,swc:SessionEvent,Arlington,Industry Track I,iswc2012:session/industry-01,ISWC2012 Session Chair,Ivan Herman,,,,
2012-11-14T11:00:00+05:00,2012-11-14T12:30:00+05:00,swc:SessionEvent,Berkley,Industry Track II,iswc2012:session/industry-02,ISWC2012 Session Chair,Tom Heath,,,,
2012-11-14T11:00:00+05:00,2012-11-14T12:30:00+05:00,swc:SessionEvent,Plaza,Provenance and Verification,iswc2012:session/research-07,ISWC2012 Session Chair,Paul Groth,,,,
2012-11-14T11:00:00+05:00,2012-11-14T12:30:00+05:00,swc:SpecialEvent,Statler,Semantic Web Challenge,iswc2012:special/semantic-web-challenge,,,,,,"The Semantic Web Challenge, now in its 10th year, aims to demonstrate practical progress towards achieving the vision of the Semantic Web. The competition, organised in 3 rounds, enables practitioners and scientists to showcase leading-edge real world applications of Semantic Web technology."
2012-11-14T12:30:00+05:00,2012-11-14T14:00:00+05:00,swc:BreakEvent,Imperial,Lunch,iswc2012:lunch-2012-11-14,,,,,,
2012-11-14T12:30:00+05:00,2012-11-14T14:00:00+05:00,swc:SpecialEvent,Whitier,Mentor Lunch,iswc2012:special/mentor-lunch,,,,,,
2012-11-14T14:00:00+05:00,2012-11-14T15:30:00+05:00,swc:PanelEvent,Georgian,Big Graph Data Panel,iswc2012:panel/big-graph-data,ISWC2012 Panellist,Bryan Thompson,,,http://iswc2012.semanticweb.org/big-graph-data-panel,"The Semantic Web / Linked Data has grown immensely over the past years. When the Semantic Web community started working over a decade ago the main question was where to get the data from. By now the question of how to process ever increasing amount of semantic/linked data has come to people's utmost attention. The goal of this panel is to shed light on the various approaches/options for Big Graph Data processing. Possible questions include: (1)Does the Semantic Web need any central infrastructures? (It's a Web, after all?) (2)Or will a handful of large single-owner infrastructures dominate the Semantic Web, just as they now dominate the current Web? (3)And if so, will such infrastructures be based on the standard relational model? (4)Or on MapReduce-centric key/value-pairs? (5)Is Google's (centralised) Knowledge Graph anathema to the Semantic *Web* ? (6)Are triplestore vendors just reinventing the old database wheels? (7)What is the role of clustered MapReduce-like solutions and where are their limits for processing semantic web data? "
2012-11-14T14:00:00+05:00,2012-11-14T15:30:00+05:00,swc:PanelEvent,Georgian,Big Graph Data Panel,iswc2012:panel/big-graph-data,ISWC2012 Panellist,Frank van Harmelen,,,http://iswc2012.semanticweb.org/big-graph-data-panel,"The Semantic Web / Linked Data has grown immensely over the past years. When the Semantic Web community started working over a decade ago the main question was where to get the data from. By now the question of how to process ever increasing amount of semantic/linked data has come to people's utmost attention. The goal of this panel is to shed light on the various approaches/options for Big Graph Data processing. Possible questions include: (1)Does the Semantic Web need any central infrastructures? (It's a Web, after all?) (2)Or will a handful of large single-owner infrastructures dominate the Semantic Web, just as they now dominate the current Web? (3)And if so, will such infrastructures be based on the standard relational model? (4)Or on MapReduce-centric key/value-pairs? (5)Is Google's (centralised) Knowledge Graph anathema to the Semantic *Web* ? (6)Are triplestore vendors just reinventing the old database wheels? (7)What is the role of clustered MapReduce-like solutions and where are their limits for processing semantic web data? "
