p,o,p1,o1
swc:isSuperEventOf,workshop:sersy/2012,rdfs:label,International Workshop on Semantic Technologies meet Recommender Systems & Big Data
swc:isSuperEventOf,workshop:sersy/2012,iCal:dtEnd,2012-11-11T12:30:00+05:00
swc:isSuperEventOf,workshop:sersy/2012,iCal:dtStart,2012-11-11T09:00:00+05:00
swc:isSuperEventOf,workshop:sersy/2012,foaf:homepage,http://iswc2012.semanticweb.org/workshops/sersy2012
swc:isSuperEventOf,workshop:ssn/2012,swc:hasAcronym,SSN
swc:isSuperEventOf,workshop:ssn/2012,dc:subject, SWE
swc:isSuperEventOf,workshop:ssn/2012,dc:subject, sensor data
swc:isSuperEventOf,workshop:ssn/2012,dc:subject, sensor web
swc:isSuperEventOf,workshop:ssn/2012,dc:subject, ssn
swc:isSuperEventOf,workshop:ssn/2012,dc:subject,semantic sensor networks
swc:isSuperEventOf,workshop:ssn/2012,dcterms:subject, SWE
swc:isSuperEventOf,workshop:ssn/2012,dcterms:subject, sensor data
swc:isSuperEventOf,workshop:ssn/2012,dcterms:subject, sensor web
swc:isSuperEventOf,workshop:ssn/2012,dcterms:subject, ssn
swc:isSuperEventOf,workshop:ssn/2012,dcterms:subject,semantic sensor networks
swc:isSuperEventOf,workshop:ssn/2012,swrc:abstract,"The workshop aims to provide an inter-disciplinary forum to explore and promote the technologies related to a combination of semantic web and sensor networking. Specifically, to develop an understanding of the ways semantic web technologies can contribute to the growth, application and deployment of large-scale sensor networks on the one hand, and the ways that sensor networks can contribute to the emerging semantic web, on the other."
swc:isSuperEventOf,workshop:ssn/2012,swrc:listKeyword,"semantic sensor networks, ssn, sensor web, SWE, sensor data"
swc:isSuperEventOf,workshop:ssn/2012,rdf:type,swc:WorkshopEvent
swc:isSuperEventOf,workshop:ssn/2012,rdfs:label,5th International Workshop on Semantic Sensor Networks
swc:isSuperEventOf,workshop:ssn/2012,iCal:dtEnd,2012-11-12T17:30:00+05:00
swc:isSuperEventOf,workshop:ssn/2012,iCal:dtStart,2012-11-12T09:00:00+05:00
swc:isSuperEventOf,workshop:ssn/2012,foaf:homepage,http://iswc2012.semanticweb.org/workshops/ssn2012
swc:isSuperEventOf,workshop:sw2022/2012,swc:hasAcronym,SW2022
swc:isSuperEventOf,workshop:sw2022/2012,dc:subject, Semantic Technologies
swc:isSuperEventOf,workshop:sw2022/2012,dc:subject, future development
swc:isSuperEventOf,workshop:sw2022/2012,dc:subject,Semantic Web
swc:isSuperEventOf,workshop:sw2022/2012,dcterms:subject, Semantic Technologies
swc:isSuperEventOf,workshop:sw2022/2012,dcterms:subject, future development
swc:isSuperEventOf,workshop:sw2022/2012,dcterms:subject,Semantic Web
swc:isSuperEventOf,workshop:sw2022/2012,swrc:abstract,"The Semantic Web, as a field, is undergoing a major shift. After 10 years of mainly foundations-driven research, we now see strong indicators that Semantic Web methods are entering mainstream technology, in a number of forms. The consequent rise in commercial interest will likely have a fundamental impact on the field. Some established research results will make it into mainstream applications. Others will become obsolete. Radically new ideas will emerge. It is thus the right time for the community to contemplate the way ahead. In this workshop, we will provide an exciting forum for the discussion of the future of the Semantic Web. Researchers and practitioners from all corners of the field are invited to provide their insights and projections. The event will focus on discussions and the exchange of ideas, and will use a mix of different styles of interaction between the participants. It is always good to try to look ahead and anticipate the development of a field. For the Semantic Web, it is now particularly important because recent developments indicate that Semantic Web technologies are entering the industrial mainstream. Schema.org and the Facebook Open Graph Protocol are bringing metadata to bear on the Web large-scale. IBMs Watson and Apples Siri incorporate Semantic Technologies. Google is revamping its search approach and is going more semantic in implementing their knowledge graph. And these are just a few of the prominent examples. The commercial uptake will be a game-changer for the field. It seems that only a fraction of the research results of the past ten years are currently being picked up. It seems that shallow semantics brings added value in many, but not all, application areas. In others it seems that there are roadblocks for which deep semantics is required for added value  but current approaches are still limited. Linked Data and Big Data are popular buzzwords right now, but could they be hitting a peak on the expectation curve? If so, what is going to happen in the subsequent dive? If not, how will those areas affect the fields future? In this workshop, we intend to bring together researchers from all corners of the broader Semantic Web community, to share and discuss projections of the way ahead in Semantic Web technologies and knowledge engineering in general."
swc:isSuperEventOf,workshop:sw2022/2012,swrc:listKeyword,"Semantic Web, Semantic Technologies, future development"
swc:isSuperEventOf,workshop:sw2022/2012,rdf:type,swc:WorkshopEvent
swc:isSuperEventOf,workshop:sw2022/2012,rdfs:label,The Semantic Web in 2022
swc:isSuperEventOf,workshop:sw2022/2012,iCal:dtEnd,2012-11-11T17:30:00+05:00
swc:isSuperEventOf,workshop:sw2022/2012,iCal:dtStart,2012-11-11T09:00:00+05:00
swc:isSuperEventOf,workshop:sw2022/2012,foaf:homepage,http://iswc2012.semanticweb.org/workshops/sw2022
swc:isSuperEventOf,workshop:swws_hpcsw/2012,swc:hasAcronym,SSWS_HPCSW
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dc:subject, High-Performance computing
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dc:subject, Linked Data
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dc:subject, RDF
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dc:subject, SPARQL
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dc:subject, Supercomputing
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dc:subject,OWL
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dcterms:subject, High-Performance computing
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dcterms:subject, Linked Data
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dcterms:subject, RDF
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dcterms:subject, SPARQL
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dcterms:subject, Supercomputing
swc:isSuperEventOf,workshop:swws_hpcsw/2012,dcterms:subject,OWL
swc:isSuperEventOf,workshop:swws_hpcsw/2012,swrc:abstract,"The 2012 Joint Workshop on Scalable and High-Performance Semantic Web Systems (SSWS+HPCSW 2012) focuses on addressing the scalability issue with respect to the development and deployment of systems on the Semantic Web. Typically, such systems deal with information described in Semantic Web languages like OWL and RDF(S), and provide services such as storing, reasoning, querying, analysis, etc. There are two basic requirements for these systems. First, they have to satisfy an applications semantic requirements. Second, they must scale well in order to be of practical use. Given the sheer size and distributed nature of the Semantic Web, these requirements impose new challenges beyond those addressed by previous systems. This joint workshop consists of two tracks regarding scalability: one for knowledge base systems, and another for high-performance computing. We expect that the issue of scalability is going to challenge the Semantic Web for a long period of time and significant effort is needed in order to tackle the problem. This joint workshop seeks to bring together researchers and practitioners to share their recent ideas and progress towards building scalable systems for the Semantic Web; participants from related disciplines such as Supercomputing, and High-Performance Computing, Artificial Intelligence, Databases, Information Integration, are welcome."
swc:isSuperEventOf,workshop:swws_hpcsw/2012,swrc:listKeyword,"OWL, RDF, Supercomputing, SPARQL, Linked Data, High-Performance computing"
swc:isSuperEventOf,workshop:swws_hpcsw/2012,rdf:type,swc:WorkshopEvent
swc:isSuperEventOf,workshop:swws_hpcsw/2012,rdfs:label,Joint Workshop on Scalable and High-Performance Semantic Web Systems
swc:isSuperEventOf,workshop:swws_hpcsw/2012,iCal:dtEnd,2012-11-11T17:30:00+05:00
swc:isSuperEventOf,workshop:swws_hpcsw/2012,iCal:dtStart,2012-11-11T09:00:00+05:00
swc:isSuperEventOf,workshop:swws_hpcsw/2012,foaf:homepage,http://iswc2012.semanticweb.org/workshops/SSWS_HPCSW
swc:isSuperEventOf,workshop:terra/2012,swc:hasAcronym,Terra Cognita
swc:isSuperEventOf,workshop:terra/2012,dc:subject, OGC
swc:isSuperEventOf,workshop:terra/2012,dc:subject, geoSPARQL
swc:isSuperEventOf,workshop:terra/2012,dc:subject, linked data
swc:isSuperEventOf,workshop:terra/2012,dc:subject,geospatial
swc:isSuperEventOf,workshop:terra/2012,dcterms:subject, OGC
swc:isSuperEventOf,workshop:terra/2012,dcterms:subject, geoSPARQL
swc:isSuperEventOf,workshop:terra/2012,dcterms:subject, linked data
swc:isSuperEventOf,workshop:terra/2012,dcterms:subject,geospatial
swc:isSuperEventOf,workshop:terra/2012,swrc:abstract,"The wide availability of technologies such as GPS, map services and social networks has resulted in the proliferation of geospatial data on the Web. In addition to material produced by professionals (e.g., maps), the public has also been encouraged to make geospatial content, including their geographical location and a record of their outdoor activities, available online. The volume of such user- generated geospatial content is constantly growing. Similarly, the amount of data extracted from the Web and published as Linked Open Data is increasing. Linked Open Data include many data sets with geospatial properties such as coordinates, feature class or topological relations. The geo-referencing of Web resources and users has given rise to various services and applications that exploit it. With the location of users being made available widely, new issues such as those pertaining to security and privacy arise. Likewise, emergency response, context sensitive user applications, and complex GIS tasks all lend themselves toward solutions that combine both the Geospatial Web and the Semantic Web. The workshop will bring together researchers and practitioners from various disciplines, as well as interested parties from industry and government, to advance the frontiers of this exciting research area."
swc:isSuperEventOf,workshop:terra/2012,swrc:listKeyword,"geospatial, linked data, geoSPARQL, OGC"
swc:isSuperEventOf,workshop:terra/2012,rdf:type,swc:WorkshopEvent
swc:isSuperEventOf,workshop:terra/2012,rdfs:label,5th International Terra Cognita Workshop 2012
swc:isSuperEventOf,workshop:terra/2012,iCal:dtEnd,2012-11-12T17:30:00+05:00
swc:isSuperEventOf,workshop:terra/2012,iCal:dtStart,2012-11-12T09:00:00+05:00
swc:isSuperEventOf,workshop:terra/2012,foaf:homepage,http://iswc2012.semanticweb.org/workshops/TerraCognita
swc:isSuperEventOf,workshop:ursw/2012,swc:hasAcronym,URSW
swc:isSuperEventOf,workshop:ursw/2012,dc:subject, Fuzzy ontologies
swc:isSuperEventOf,workshop:ursw/2012,dc:subject, Imperfect knowledge
swc:isSuperEventOf,workshop:ursw/2012,dc:subject, Probabilistic ontologies
swc:isSuperEventOf,workshop:ursw/2012,dc:subject, Uncertainty representation
swc:isSuperEventOf,workshop:ursw/2012,dc:subject,Uncertainty reasoning
swc:isSuperEventOf,workshop:ursw/2012,dcterms:subject, Fuzzy ontologies
swc:isSuperEventOf,workshop:ursw/2012,dcterms:subject, Imperfect knowledge
swc:isSuperEventOf,workshop:ursw/2012,dcterms:subject, Probabilistic ontologies
swc:isSuperEventOf,workshop:ursw/2012,dcterms:subject, Uncertainty representation
swc:isSuperEventOf,workshop:ursw/2012,dcterms:subject,Uncertainty reasoning
swc:isSuperEventOf,workshop:ursw/2012,swrc:abstract,"This workshop will discuss different approach to deal with uncertainty (in a wide sense) in the Semantic Web. Uncertainty is an unavoidable factor in several processes, such as knowledge interchange and application interoperability, and Semantic Web data, which are usually incomplete, inconsistent, and inaccurate. This suggests the need to apply different formalisms (probability,  fuzzy logic, decision theory, etc.) to enrich Semantic Web technologies and applications."
swc:isSuperEventOf,workshop:ursw/2012,swrc:listKeyword,"Uncertainty reasoning, Uncertainty representation, Imperfect knowledge, Probabilistic ontologies, Fuzzy ontologies"
swc:isSuperEventOf,workshop:ursw/2012,rdf:type,swc:WorkshopEvent
swc:isSuperEventOf,workshop:ursw/2012,rdfs:label,8th International Workshop on Uncertainty Reasoning for the Semantic Web
swc:isSuperEventOf,workshop:ursw/2012,iCal:dtEnd,2012-11-11T17:30:00+05:00
swc:isSuperEventOf,workshop:ursw/2012,iCal:dtStart,2012-11-11T09:00:00+05:00
swc:isSuperEventOf,workshop:ursw/2012,foaf:homepage,http://iswc2012.semanticweb.org/workshops/URSW2012
swc:isSuperEventOf,workshop:wole/2012,swc:hasAcronym,WoLE
swc:isSuperEventOf,workshop:wole/2012,dc:subject, Knowledge extraction
swc:isSuperEventOf,workshop:wole/2012,dc:subject, Knowledge modeling
swc:isSuperEventOf,workshop:wole/2012,dc:subject, Linked Data
swc:isSuperEventOf,workshop:wole/2012,dc:subject, NLP evaluation metrics
swc:isSuperEventOf,workshop:wole/2012,dc:subject, Semantic Web
swc:isSuperEventOf,workshop:wole/2012,dc:subject,NLP
swc:isSuperEventOf,workshop:wole/2012,dcterms:subject, Knowledge extraction
swc:isSuperEventOf,workshop:wole/2012,dcterms:subject, Knowledge modeling
swc:isSuperEventOf,workshop:wole/2012,dcterms:subject, Linked Data
swc:isSuperEventOf,workshop:wole/2012,dcterms:subject, NLP evaluation metrics
swc:isSuperEventOf,workshop:wole/2012,dcterms:subject, Semantic Web
swc:isSuperEventOf,workshop:wole/2012,dcterms:subject,NLP
swc:isSuperEventOf,workshop:wole/2012,swrc:abstract,"Most of the knowledge available on the Web is encoded in natural language texts or Web documents aimed primarily at human consumption. A promising approach to have programmatic access to such knowledge uses information extraction techniques that aim to extract machine readable structures from free texts, from which it is possible to retrieve entities and categories. These entities can potentially be linked to each other, creating de facto a global knowledge graph of linked entities. The WoLE2012 workshop envisions the Web as a Web of Linked Entities (WoLE), which transparently connects the World Wide Web (WWW) and the Giant Global Graph (GGG) using methods from Information Retrieval (IR) and Natural Language Processing (NLP). The focus of this workshop is to bring together the Information Retrieval, Semantic Web and NLP communities. The primary goal is to strengthen research techniques that provide access to textual information published on the Web to further improve the adoption of Semantic Web technology."
swc:isSuperEventOf,workshop:wole/2012,swrc:listKeyword,"NLP, Linked Data, Semantic Web, Knowledge extraction, NLP evaluation metrics, Knowledge modeling"
swc:isSuperEventOf,workshop:wole/2012,rdf:type,swc:WorkshopEvent
swc:isSuperEventOf,workshop:wole/2012,rdfs:label,Web of Linked Entities
swc:isSuperEventOf,workshop:wole/2012,iCal:dtEnd,2012-11-11T17:30:00+05:00
swc:isSuperEventOf,workshop:wole/2012,iCal:dtStart,2012-11-11T14:00:00+05:00
swc:isSuperEventOf,workshop:wole/2012,foaf:homepage,http://iswc2012.semanticweb.org/workshops/web-of-linked-entities
swc:isSuperEventOf,workshop:wop/2012,swc:hasAcronym,WOP2012
swc:isSuperEventOf,workshop:wop/2012,dc:subject, design patterns
swc:isSuperEventOf,workshop:wop/2012,dc:subject, knowledge patterns
swc:isSuperEventOf,workshop:wop/2012,dc:subject, linked data patterns
swc:isSuperEventOf,workshop:wop/2012,dc:subject, ontology engineering
swc:isSuperEventOf,workshop:wop/2012,dc:subject, semantic web design patterns
swc:isSuperEventOf,workshop:wop/2012,dc:subject,ontology patterns
swc:isSuperEventOf,workshop:wop/2012,dcterms:subject, design patterns
swc:isSuperEventOf,workshop:wop/2012,dcterms:subject, knowledge patterns
swc:isSuperEventOf,workshop:wop/2012,dcterms:subject, linked data patterns
swc:isSuperEventOf,workshop:wop/2012,dcterms:subject, ontology engineering
swc:isSuperEventOf,workshop:wop/2012,dcterms:subject, semantic web design patterns
swc:isSuperEventOf,workshop:wop/2012,dcterms:subject,ontology patterns
swc:isSuperEventOf,workshop:wop/2012,swrc:abstract,"The Workshop on Ontology Patterns is an arena for sharing ideas, innovations, and novel research results concerning patterns for semantic technologies. Patterns for ontology engineering is a large part, but we also welcome reports on other kinds of knowledge and data patterns, design patterns for Semantic Web applications, as well as best practices in general. Patterns need to be shared by a community in order to provide a common language, and to stimulate pattern usage and development - therefore we hope to see you at WOP to discuss your patterns!"
swc:isSuperEventOf,workshop:wop/2012,swrc:listKeyword,"ontology patterns, ontology engineering, linked data patterns, knowledge patterns, semantic web design patterns, design patterns"
swc:isSuperEventOf,workshop:wop/2012,rdf:type,swc:WorkshopEvent
swc:isSuperEventOf,workshop:wop/2012,rdfs:label,3rd Workshop on Ontology Patterns
swc:isSuperEventOf,workshop:wop/2012,iCal:dtEnd,2012-11-12T12:30:00+05:00
swc:isSuperEventOf,workshop:wop/2012,iCal:dtStart,2012-11-12T09:00:00+05:00
swc:isSuperEventOf,workshop:wop/2012,foaf:homepage,http://iswc2012.semanticweb.org/workshops/wop2012
rdf:type,swc:ConferenceEvent,,
rdfs:label,11th International Semantic Web Conference,,
rdfs:seeAlso,iswc2012:rdf,,
owl:sameAs,http://semanticweb.org/id/ISWC2012,,
foaf:based_near,http://dbpedia.org/resource/Boston,,
foaf:homepage,http://iswc2012.semanticweb.org/,,
foaf:logo,http://iswc2012.semanticweb.org/sites/default/files/iswc_logo.jpg,,
